CODE,NAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
AND,Andorra,EURO,2023.0,MEN_B,Meningococcal B vaccine,3.0,,General/routine,NATIONAL,M13,
AND,Andorra,EURO,2023.0,MEN_C_CONJ,Meningococcal C conjugate vaccine,1.0,,General/routine,NATIONAL,M4,
AND,Andorra,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,
AND,Andorra,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y3,
AND,Andorra,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"HCW, contacts of a positive case with priority given to the less than 18 years, Pregnant women and persons immunocpmpromised"
AND,Andorra,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,"HCW, contacts of a positive case with priority given to the less than 18 years, Pregnant women and persons immunocpmpromised"
AND,Andorra,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"HCW, contacts of a positive case with priority given to the less than 18 years, Pregnant women and persons immunocpmpromised"
AND,Andorra,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M3,
AND,Andorra,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M5,
AND,Andorra,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M13,
AND,Andorra,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,
AND,Andorra,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M3,
AND,Andorra,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,Embarazadas
AND,Andorra,EURO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",4.0,B_CHILD_W,General/routine,NATIONAL,Y5,
AND,Andorra,EURO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y15,
AND,Andorra,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M15,
AND,Andorra,EURO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y3,
ARE,United Arab Emirates,EMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,newborn
ARE,United Arab Emirates,EMRO,2023.0,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,
ARE,United Arab Emirates,EMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,
ARE,United Arab Emirates,EMRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,
ARE,United Arab Emirates,EMRO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y5-Y6,
ARE,United Arab Emirates,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,
ARE,United Arab Emirates,EMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,risk groups
ARE,United Arab Emirates,EMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,risk groups
ARE,United Arab Emirates,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,risk groups
ARE,United Arab Emirates,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,risk groups
ARE,United Arab Emirates,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,TRAVELLERS,Travellers,NATIONAL,+M6,travellers
ARE,United Arab Emirates,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,TRAVELLERS,Travellers,NATIONAL,+M1,travellers
ARE,United Arab Emirates,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact,travellers
ARE,United Arab Emirates,EMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,
ARE,United Arab Emirates,EMRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,high risk groups
ARE,United Arab Emirates,EMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y13,school students
ARE,United Arab Emirates,EMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,school students
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18,and older persons
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents in long-term care facilities, other groups"
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,>=M6,
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,>=M6,
ARE,United Arab Emirates,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
ARE,United Arab Emirates,EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,RISKGROUPS,Risk group(s),NATIONAL,,high risk groups
ARE,United Arab Emirates,EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,Y15-Y16,school students
ARE,United Arab Emirates,EMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers / Pilgrims
ARE,United Arab Emirates,EMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,
ARE,United Arab Emirates,EMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18,
ARE,United Arab Emirates,EMRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6,
ARE,United Arab Emirates,EMRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,M18,
ARE,United Arab Emirates,EMRO,2023.0,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,Y5-Y6,
ARE,United Arab Emirates,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,
ARE,United Arab Emirates,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M6,
ARE,United Arab Emirates,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,
ARE,United Arab Emirates,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,risk groups
ARE,United Arab Emirates,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,risk groups
ARE,United Arab Emirates,EMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,
ARE,United Arab Emirates,EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,
ARE,United Arab Emirates,EMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,ADULTS,Adults,NATIONAL,,adults
ARE,United Arab Emirates,EMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y15-Y16,school students
ARE,United Arab Emirates,EMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,,risk groups
ARE,United Arab Emirates,EMRO,2023.0,TYPHOID_CONJ,Typhoid conjugate vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,risk groups
ARE,United Arab Emirates,EMRO,2023.0,TYPHOID_CONJ,Typhoid conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M12,
ARE,United Arab Emirates,EMRO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y5-Y6,
ARE,United Arab Emirates,EMRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,travellers
ARE,United Arab Emirates,EMRO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y50,people 50 years old and above
ARE,United Arab Emirates,EMRO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M6,people 50 years old and above
ARG,Argentina,AMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,
ARG,Argentina,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,M2,Nacidos pretérmino con peso inferior a 1500 g y menores de 6 meses
ARG,Argentina,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,M4,Nacidos pretérmino con peso inferior a 1500 g y menores de 6 meses
ARG,Argentina,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,Nacidos pretérmino con peso inferior a 1500 g y menores de 6 meses
ARG,Argentina,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y5,
ARG,Argentina,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2,
ARG,Argentina,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4,
ARG,Argentina,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,
ARG,Argentina,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M15-M18,
ARG,Argentina,AMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Indicaciones especiales: HSH, pacientes con desórdenes de la coagulación, enfermedad hepática crónica, trabajo con el VHA en laboratorios, personal gastronómico, personal de jardines maternales que asisten a niños menores de un año de vida."
ARG,Argentina,AMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"Indicaciones especiales: HSH, pacientes con desórdenes de la coagulación, enfermedad hepática crónica, trabajo con el VHA en laboratorios, personal gastronómico, personal de jardines maternales que asisten a niños menores de un año de vida."
ARG,Argentina,AMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,,General/routine,NATIONAL,M12,
ARG,Argentina,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,Universal
ARG,Argentina,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,Universal
ARG,Argentina,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,Universal
ARG,Argentina,AMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,
ARG,Argentina,AMRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Huéspedes especiales
ARG,Argentina,AMRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2,Huéspedes especiales
ARG,Argentina,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y11,Esquema de dos dosis (0-6) aplicado a los 11 años en mujeres nacidas a partir del año 2000 y varones nacidos a partir del año 2006.
ARG,Argentina,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,Esquema de dos dosis (0-6) aplicado a los 11 años en mujeres nacidas a partir del año 2000 y varones nacidos a partir del año 2006.
ARG,Argentina,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y65,
ARG,Argentina,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
ARG,Argentina,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
ARG,Argentina,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities, other groups"
ARG,Argentina,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-M24,
ARG,Argentina,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
ARG,Argentina,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2,
ARG,Argentina,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M4,
ARG,Argentina,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),3.0,,General/routine,NATIONAL,M6,
ARG,Argentina,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),5.0,,General/routine,NATIONAL,Y5,
ARG,Argentina,AMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,M3,
ARG,Argentina,AMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,2.0,,General/routine,NATIONAL,M5,
ARG,Argentina,AMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,3.0,,General/routine,NATIONAL,M15,
ARG,Argentina,AMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,4.0,,General/routine,NATIONAL,Y11,
ARG,Argentina,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,Y1,11 años se puede iniciar o completar esquema
ARG,Argentina,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y5,11 años se puede iniciar o completar esquema
ARG,Argentina,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Puérperas. Adultos y niños de poblaciones seleccionadas para actividades intensificadas de vacunación para contención de brote de sarampión.
ARG,Argentina,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,Puérperas. Adultos y niños de poblaciones seleccionadas para actividades intensificadas de vacunación para contención de brote de sarampión.
ARG,Argentina,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,También como parte del esquema secuencial con la PS23V para grupos de riesgo
ARG,Argentina,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,También como parte del esquema secuencial con la PS23V para grupos de riesgo
ARG,Argentina,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12,También como parte del esquema secuencial con la PS23V para grupos de riesgo
ARG,Argentina,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>Y65,
ARG,Argentina,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Grupos de riesgo 1er contacto. También como parte del esquema secuencial con la PC13V para grupos de riesgo
ARG,Argentina,AMRO,2023.0,RABIES,Rabies vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Esquema Zagreb (0-0-7-21) para profilaxis postexposición y Profilaxis pre exposicion (0-7) para personal que trabaja con el virus en laboratorio o personas que trabajan con animales potencialmente rabiosos. Para profilaxis post-exposición cuando esté indicado su uso
ARG,Argentina,AMRO,2023.0,RABIES,Rabies vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+D7,Esquema Zagreb (0-0-7-21) para profilaxis postexposición y Profilaxis pre exposicion (0-7) para personal que trabaja con el virus en laboratorio o personas que trabajan con animales potencialmente rabiosos. Para profilaxis post-exposición cuando esté indicado su uso
ARG,Argentina,AMRO,2023.0,RABIES,Rabies vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+D21,Esquema Zagreb (0-0-7-21) para profilaxis postexposición y Profilaxis pre exposicion (0-7) para personal que trabaja con el virus en laboratorio o personas que trabajan con animales potencialmente rabiosos. Para profilaxis post-exposición cuando esté indicado su uso
ARG,Argentina,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,
ARG,Argentina,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,
ARG,Argentina,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,,Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG,Argentina,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG,Argentina,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6-M12,Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG,Argentina,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG,Argentina,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y11,
ARG,Argentina,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,HW,Health workers,NATIONAL,1st contact,"Embarazadas a partir de la semana 20 (en cada embarazo), convivientes de RN con menos de 1500g y personal de salud que presta cuidado a niños menores de 12 meses (revacunar cada 5 años)."
ARG,Argentina,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2.0,HW,Health workers,NATIONAL,+Y5,"Embarazadas a partir de la semana 20 (en cada embarazo), convivientes de RN con menos de 1500g y personal de salud que presta cuidado a niños menores de 12 meses (revacunar cada 5 años)."
ARG,Argentina,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,1st contact,"Embarazadas a partir de la semana 20 (en cada embarazo), convivientes de RN con menos de 1500g y personal de salud que presta cuidado a niños menores de 12 meses (revacunar cada 5 años)."
ARG,Argentina,AMRO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M15,También forma parte de la estrategia para huespedes especiales
ARG,Argentina,AMRO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y5,También forma parte de la estrategia para huespedes especiales
ARG,Argentina,AMRO,2023.0,VARICELLA,Varicella vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico"
ARG,Argentina,AMRO,2023.0,VARICELLA,Varicella vaccine,2.0,HW,Health workers,NATIONAL,+M1,"1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico"
ARG,Argentina,AMRO,2023.0,VARICELLA,Varicella vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico"
