coverage-data.xlsx
GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	ABW	Aruba	2021	PCV1	Pneumococcal conjugate vaccine, 1st dose	ADMIN	Administrative coverage	1046	1019	97.42
COUNTRIES	ABW	Aruba	2021	PCV1	Pneumococcal conjugate vaccine, 1st dose	OFFICIAL	Official coverage			97.42
COUNTRIES	ABW	Aruba	2021	PCV2	Pneumococcal conjugate vaccine, 2nd dose	ADMIN	Administrative coverage	1046	991	94.74
COUNTRIES	ABW	Aruba	2021	PCV2	Pneumococcal conjugate vaccine, 2nd dose	OFFICIAL	Official coverage			94.74
COUNTRIES	ABW	Aruba	2021	PCV3	Pneumococcal conjugate vaccine, final dose	ADMIN	Administrative coverage	1188	1074	90.4
COUNTRIES	ABW	Aruba	2021	PCV3	Pneumococcal conjugate vaccine, final dose	OFFICIAL	Official coverage			90.4
COUNTRIES	ABW	Aruba	2021	PERCV_PW	Pertussis-containing vaccine, pregnant women	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	PERCV_PW	Pertussis-containing vaccine, pregnant women	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2021	PERCV4	Pertussis-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1188	1008	84.85
COUNTRIES	ABW	Aruba	2021	PERCV4	Pertussis-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			84.85
COUNTRIES	ABW	Aruba	2021	POL3	Polio, 3rd dose	ADMIN	Administrative coverage	1046	973	93.02
COUNTRIES	ABW	Aruba	2021	POL3	Polio, 3rd dose	OFFICIAL	Official coverage			93.02
COUNTRIES	ABW	Aruba	2021	RCV1	Rubella-containing vaccine, 1st dose	ADMIN	Administrative coverage	1188	1115	93.86
COUNTRIES	ABW	Aruba	2021	RCV1	Rubella-containing vaccine, 1st dose	OFFICIAL	Official coverage			93.86
COUNTRIES	ABW	Aruba	2021	ROTA1	Rotavirus, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	ROTA1	Rotavirus, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2021	ROTAC	Rotavirus, last dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	ROTAC	Rotavirus, last dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2021	TT2PLUS	Tetanus toxoid-containing vaccine, 2nd and subsequent doses	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	TT2PLUS	Tetanus toxoid-containing vaccine, 2nd and subsequent doses	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2021	TTCV4	Tetanus-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1188	1008	84.85
COUNTRIES	ABW	Aruba	2021	TTCV4	Tetanus-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			84.85
COUNTRIES	ABW	Aruba	2021	TTCV5	Tetanus-containing vaccine, 5th dose (2nd booster)	ADMIN	Administrative coverage	1325	1030	77.74
COUNTRIES	ABW	Aruba	2021	TTCV5	Tetanus-containing vaccine, 5th dose (2nd booster)	OFFICIAL	Official coverage			77.74
COUNTRIES	ABW	Aruba	2021	TTCV6	Tetanus-containing vaccine, 6th dose (3rd booster)	ADMIN	Administrative coverage	1417	1232	86.94
COUNTRIES	ABW	Aruba	2021	TTCV6	Tetanus-containing vaccine, 6th dose (3rd booster)	OFFICIAL	Official coverage			86.94
COUNTRIES	ABW	Aruba	2021	TYPHOID_CONJ	Typhoid conjugate vaccine	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	TYPHOID_CONJ	Typhoid conjugate vaccine	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2021	VAD1	Vitamin A, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	VAD1	Vitamin A, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2021	YFV	Yellow fever vaccine	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2021	YFV	Yellow fever vaccine	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	BCG	BCG	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	BCG	BCG	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	DIPHCV4	Diphtheria-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1242	1140	92
COUNTRIES	ABW	Aruba	2019	DIPHCV4	Diphtheria-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2019	DIPHCV5	Diphtheria-containing vaccine, 5th dose (2nd booster)	ADMIN	Administrative coverage	1448	1234	85
COUNTRIES	ABW	Aruba	2019	DIPHCV5	Diphtheria-containing vaccine, 5th dose (2nd booster)	OFFICIAL	Official coverage			85
COUNTRIES	ABW	Aruba	2019	DIPHCV6	Diphtheria-containing vaccine, 6th dose (3rd booster)	ADMIN	Administrative coverage	1590	1462	92
COUNTRIES	ABW	Aruba	2019	DIPHCV6	Diphtheria-containing vaccine, 6th dose (3rd booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2019	DTPCV1	DTP-containing vaccine, 1st dose	ADMIN	Administrative coverage	1181	1165	99
COUNTRIES	ABW	Aruba	2019	DTPCV1	DTP-containing vaccine, 1st dose	OFFICIAL	Official coverage			99
COUNTRIES	ABW	Aruba	2019	DTPCV3	DTP-containing vaccine, 3rd dose	ADMIN	Administrative coverage	1181	1132	96
COUNTRIES	ABW	Aruba	2019	DTPCV3	DTP-containing vaccine, 3rd dose	OFFICIAL	Official coverage			96
COUNTRIES	ABW	Aruba	2019	FLU_ALL	Influenza all persons above >6 months (universal recommendation)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_CHILD1	Influenza child age group 1	ADMIN	Administrative coverage		0	
COUNTRIES	ABW	Aruba	2019	FLU_CHILD2	Influenza child age group 2	ADMIN	Administrative coverage		0	
COUNTRIES	ABW	Aruba	2019	FLU_CHRONIC_ADULT	Influenza chronic adult	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_CHRONIC_ALL	Influenza chronic children and adults	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_CHRONIC_PED	Influenza chronic pediatric	ADMIN	Administrative coverage		0	
COUNTRIES	ABW	Aruba	2019	FLU_ELDERLY	Influenza older persons	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_HAJ	Influenza travellers (incl. Hajj pilgrimage)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_HCW	Influenza health care workers	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_OTHER	Influenza other	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_PW	Influenza pregnant women	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	FLU_RESIDENT	Influenza residents living in long term care facilities	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	HEPB_BD	HepB, birth dose (given within 24 hours of birth)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	HEPB_BD	HepB, birth dose (given within 24 hours of birth)	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	HEPB_BDALL	HepB, birth dose total (including those given within and after 24 hours of birth)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	HEPB_BDALL	HepB, birth dose total (including those given within and after 24 hours of birth)	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	HEPB3	HepB, 3rd dose	ADMIN	Administrative coverage	1181	1108	94
COUNTRIES	ABW	Aruba	2019	HEPB3	HepB, 3rd dose	OFFICIAL	Official coverage			94
COUNTRIES	ABW	Aruba	2019	HIB3	Hib, 3rd dose	ADMIN	Administrative coverage	1181	1132	96
COUNTRIES	ABW	Aruba	2019	HIB3	Hib, 3rd dose	OFFICIAL	Official coverage			96
COUNTRIES	ABW	Aruba	2019	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	815	517	63
COUNTRIES	ABW	Aruba	2019	HPV_FEM	HPV Female, final dose	OFFICIAL	Official coverage			63
COUNTRIES	ABW	Aruba	2019	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	HPV_MALE	HPV Male, final dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	IPV1	Inactivated polio-containing vaccine, 1st dose	ADMIN	Administrative coverage	1181	1165	99
COUNTRIES	ABW	Aruba	2019	IPV1	Inactivated polio-containing vaccine, 1st dose	OFFICIAL	Official coverage			99
COUNTRIES	ABW	Aruba	2019	IPV1_FRAC	Fractional inactivated polio-containing vaccine, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	IPV1_FRAC	Fractional inactivated polio-containing vaccine, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	IPV2_FRAC	Fractional inactivated polio-containing vaccine, 2nd dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	IPV2_FRAC	Fractional inactivated polio-containing vaccine, 2nd dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	JAPENC	Japanese encephalitis	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	MCV1	Measles-containing vaccine, 1st dose	ADMIN	Administrative coverage	1242	1182	95
COUNTRIES	ABW	Aruba	2019	MCV1	Measles-containing vaccine, 1st dose	OFFICIAL	Official coverage			95
COUNTRIES	ABW	Aruba	2019	MCV2	Measles-containing vaccine, 2nd dose	ADMIN	Administrative coverage	1448	1224	85
COUNTRIES	ABW	Aruba	2019	MCV2	Measles-containing vaccine, 2nd dose	OFFICIAL	Official coverage			85
COUNTRIES	ABW	Aruba	2019	MEN_A_CONJ	Meningococcal A conjugate vaccine	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	MEN_A_CONJ	Meningococcal A conjugate vaccine	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	PAB	Protection at birth (PAB) against neonatal tetanus	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	PCV1	Pneumococcal conjugate vaccine, 1st dose	ADMIN	Administrative coverage	1181	1164	99
COUNTRIES	ABW	Aruba	2019	PCV1	Pneumococcal conjugate vaccine, 1st dose	OFFICIAL	Official coverage			99
COUNTRIES	ABW	Aruba	2019	PCV2	Pneumococcal conjugate vaccine, 2nd dose	ADMIN	Administrative coverage	1181	1142	97
COUNTRIES	ABW	Aruba	2019	PCV2	Pneumococcal conjugate vaccine, 2nd dose	OFFICIAL	Official coverage			97
COUNTRIES	ABW	Aruba	2019	PCV3	Pneumococcal conjugate vaccine, final dose	ADMIN	Administrative coverage	1242	1136	91
COUNTRIES	ABW	Aruba	2019	PCV3	Pneumococcal conjugate vaccine, final dose	OFFICIAL	Official coverage			91
COUNTRIES	ABW	Aruba	2019	PERCV4	Pertussis-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1242	1140	92
COUNTRIES	ABW	Aruba	2019	PERCV4	Pertussis-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2019	POL3	Polio, 3rd dose	ADMIN	Administrative coverage	1181	1132	96
COUNTRIES	ABW	Aruba	2019	POL3	Polio, 3rd dose	OFFICIAL	Official coverage			96
COUNTRIES	ABW	Aruba	2019	RCV1	Rubella-containing vaccine, 1st dose	ADMIN	Administrative coverage	1242	1182	95
COUNTRIES	ABW	Aruba	2019	RCV1	Rubella-containing vaccine, 1st dose	OFFICIAL	Official coverage			95
COUNTRIES	ABW	Aruba	2019	ROTA1	Rotavirus, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	ROTA1	Rotavirus, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	ROTAC	Rotavirus, last dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	ROTAC	Rotavirus, last dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	TT2PLUS	Tetanus toxoid-containing vaccine, 2nd and subsequent doses	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	TT2PLUS	Tetanus toxoid-containing vaccine, 2nd and subsequent doses	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	TTCV4	Tetanus-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1242	1140	92
COUNTRIES	ABW	Aruba	2019	TTCV4	Tetanus-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2019	TTCV5	Tetanus-containing vaccine, 5th dose (2nd booster)	ADMIN	Administrative coverage	1448	1234	85
COUNTRIES	ABW	Aruba	2019	TTCV5	Tetanus-containing vaccine, 5th dose (2nd booster)	OFFICIAL	Official coverage			85
COUNTRIES	ABW	Aruba	2019	TTCV6	Tetanus-containing vaccine, 6th dose (3rd booster)	ADMIN	Administrative coverage	1590	1462	92
COUNTRIES	ABW	Aruba	2019	TTCV6	Tetanus-containing vaccine, 6th dose (3rd booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2019	TYPHOID	Typhoid	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	TYPHOID	Typhoid	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	VAD1	Vitamin A, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	VAD1	Vitamin A, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2019	YFV	Yellow fever vaccine	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2019	YFV	Yellow fever vaccine	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	BCG	BCG	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	BCG	BCG	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	DIPHCV4	Diphtheria-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1248	1164	93
COUNTRIES	ABW	Aruba	2018	DIPHCV4	Diphtheria-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			93
COUNTRIES	ABW	Aruba	2018	DIPHCV5	Diphtheria-containing vaccine, 5th dose (2nd booster)	ADMIN	Administrative coverage	1430	1191	83
COUNTRIES	ABW	Aruba	2018	DIPHCV5	Diphtheria-containing vaccine, 5th dose (2nd booster)	OFFICIAL	Official coverage			83
COUNTRIES	ABW	Aruba	2018	DIPHCV6	Diphtheria-containing vaccine, 6th dose (3rd booster)	ADMIN	Administrative coverage	1653	1527	92
COUNTRIES	ABW	Aruba	2018	DIPHCV6	Diphtheria-containing vaccine, 6th dose (3rd booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2018	DTPCV1	DTP-containing vaccine, 1st dose	ADMIN	Administrative coverage	1243	1228	99
COUNTRIES	ABW	Aruba	2018	DTPCV1	DTP-containing vaccine, 1st dose	OFFICIAL	Official coverage			99
COUNTRIES	ABW	Aruba	2018	DTPCV3	DTP-containing vaccine, 3rd dose	ADMIN	Administrative coverage	1243	1195	96
COUNTRIES	ABW	Aruba	2018	DTPCV3	DTP-containing vaccine, 3rd dose	OFFICIAL	Official coverage			96
COUNTRIES	ABW	Aruba	2018	FLU_ALL	Influenza all persons above >6 months (universal recommendation)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_CHILD1	Influenza child age group 1	ADMIN	Administrative coverage		0	
COUNTRIES	ABW	Aruba	2018	FLU_CHILD2	Influenza child age group 2	ADMIN	Administrative coverage		0	
COUNTRIES	ABW	Aruba	2018	FLU_CHRONIC_ADULT	Influenza chronic adult	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_CHRONIC_ALL	Influenza chronic children and adults	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_CHRONIC_PED	Influenza chronic pediatric	ADMIN	Administrative coverage		0	
COUNTRIES	ABW	Aruba	2018	FLU_ELDERLY	Influenza older persons	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_HAJ	Influenza travellers (incl. Hajj pilgrimage)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_HCW	Influenza health care workers	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_OTHER	Influenza other	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_PW	Influenza pregnant women	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	FLU_RESIDENT	Influenza residents living in long term care facilities	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	HEPB_BD	HepB, birth dose (given within 24 hours of birth)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	HEPB_BD	HepB, birth dose (given within 24 hours of birth)	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	HEPB_BDALL	HepB, birth dose total (including those given within and after 24 hours of birth)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	HEPB_BDALL	HepB, birth dose total (including those given within and after 24 hours of birth)	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	HEPB3	HepB, 3rd dose	ADMIN	Administrative coverage	1243	1162	93
COUNTRIES	ABW	Aruba	2018	HEPB3	HepB, 3rd dose	OFFICIAL	Official coverage			93
COUNTRIES	ABW	Aruba	2018	HIB3	Hib, 3rd dose	ADMIN	Administrative coverage	1243	1195	96
COUNTRIES	ABW	Aruba	2018	HIB3	Hib, 3rd dose	OFFICIAL	Official coverage			96
COUNTRIES	ABW	Aruba	2018	HPV_FEM	HPV Female, final dose	ADMIN	Administrative coverage	801	404	50
COUNTRIES	ABW	Aruba	2018	HPV_FEM	HPV Female, final dose	OFFICIAL	Official coverage			50
COUNTRIES	ABW	Aruba	2018	HPV_MALE	HPV Male, final dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	HPV_MALE	HPV Male, final dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	IPV1	Inactivated polio-containing vaccine, 1st dose	ADMIN	Administrative coverage	1243	1228	99
COUNTRIES	ABW	Aruba	2018	IPV1	Inactivated polio-containing vaccine, 1st dose	OFFICIAL	Official coverage			99
COUNTRIES	ABW	Aruba	2018	IPV1_FRAC	Fractional inactivated polio-containing vaccine, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	IPV1_FRAC	Fractional inactivated polio-containing vaccine, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	IPV2_FRAC	Fractional inactivated polio-containing vaccine, 2nd dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	IPV2_FRAC	Fractional inactivated polio-containing vaccine, 2nd dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	JAPENC	Japanese encephalitis	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	MCV1	Measles-containing vaccine, 1st dose	ADMIN	Administrative coverage	1248	1206	97
COUNTRIES	ABW	Aruba	2018	MCV1	Measles-containing vaccine, 1st dose	OFFICIAL	Official coverage			97
COUNTRIES	ABW	Aruba	2018	MCV2	Measles-containing vaccine, 2nd dose	ADMIN	Administrative coverage	1430	1185	83
COUNTRIES	ABW	Aruba	2018	MCV2	Measles-containing vaccine, 2nd dose	OFFICIAL	Official coverage			83
COUNTRIES	ABW	Aruba	2018	MEN_A_CONJ	Meningococcal A conjugate vaccine	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	MEN_A_CONJ	Meningococcal A conjugate vaccine	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	PAB	Protection at birth (PAB) against neonatal tetanus	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	PCV1	Pneumococcal conjugate vaccine, 1st dose	ADMIN	Administrative coverage	1243	1223	98
COUNTRIES	ABW	Aruba	2018	PCV1	Pneumococcal conjugate vaccine, 1st dose	OFFICIAL	Official coverage			98
COUNTRIES	ABW	Aruba	2018	PCV2	Pneumococcal conjugate vaccine, 2nd dose	ADMIN	Administrative coverage	1243	1201	97
COUNTRIES	ABW	Aruba	2018	PCV2	Pneumococcal conjugate vaccine, 2nd dose	OFFICIAL	Official coverage			97
COUNTRIES	ABW	Aruba	2018	PCV3	Pneumococcal conjugate vaccine, final dose	ADMIN	Administrative coverage	1248	1178	94
COUNTRIES	ABW	Aruba	2018	PCV3	Pneumococcal conjugate vaccine, final dose	OFFICIAL	Official coverage			94
COUNTRIES	ABW	Aruba	2018	PERCV4	Pertussis-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1248	1164	93
COUNTRIES	ABW	Aruba	2018	PERCV4	Pertussis-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			93
COUNTRIES	ABW	Aruba	2018	POL3	Polio, 3rd dose	ADMIN	Administrative coverage	1243	1195	96
COUNTRIES	ABW	Aruba	2018	POL3	Polio, 3rd dose	OFFICIAL	Official coverage			96
COUNTRIES	ABW	Aruba	2018	RCV1	Rubella-containing vaccine, 1st dose	ADMIN	Administrative coverage	1248	1206	97
COUNTRIES	ABW	Aruba	2018	RCV1	Rubella-containing vaccine, 1st dose	OFFICIAL	Official coverage			97
COUNTRIES	ABW	Aruba	2018	ROTA1	Rotavirus, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	ROTA1	Rotavirus, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	ROTAC	Rotavirus, last dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	ROTAC	Rotavirus, last dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	TT2PLUS	Tetanus toxoid-containing vaccine, 2nd and subsequent doses	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	TT2PLUS	Tetanus toxoid-containing vaccine, 2nd and subsequent doses	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	TTCV4	Tetanus-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1248	1164	93
COUNTRIES	ABW	Aruba	2018	TTCV4	Tetanus-containing vaccine, 4th dose (1st booster)	OFFICIAL	Official coverage			93
COUNTRIES	ABW	Aruba	2018	TTCV5	Tetanus-containing vaccine, 5th dose (2nd booster)	ADMIN	Administrative coverage	1430	1191	83
COUNTRIES	ABW	Aruba	2018	TTCV5	Tetanus-containing vaccine, 5th dose (2nd booster)	OFFICIAL	Official coverage			83
COUNTRIES	ABW	Aruba	2018	TTCV6	Tetanus-containing vaccine, 6th dose (3rd booster)	ADMIN	Administrative coverage	1653	1527	92
COUNTRIES	ABW	Aruba	2018	TTCV6	Tetanus-containing vaccine, 6th dose (3rd booster)	OFFICIAL	Official coverage			92
COUNTRIES	ABW	Aruba	2018	TYPHOID	Typhoid	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	TYPHOID	Typhoid	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	VAD1	Vitamin A, 1st dose	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	VAD1	Vitamin A, 1st dose	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2018	YFV	Yellow fever vaccine	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2018	YFV	Yellow fever vaccine	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2017	BCG	BCG	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	BCG	BCG	OFFICIAL	Official coverage			
COUNTRIES	ABW	Aruba	2017	DIPHCV4	Diphtheria-containing vaccine, 4th dose (1st booster)	ADMIN	Administrative coverage	1271	1193	94
COUNTRIES	ABW	Aruba	2017	DTPCV1	DTP-containing vaccine, 1st dose	ADMIN	Administrative coverage	1252	1245	99
COUNTRIES	ABW	Aruba	2017	DTPCV1	DTP-containing vaccine, 1st dose	OFFICIAL	Official coverage			99
COUNTRIES	ABW	Aruba	2017	DTPCV3	DTP-containing vaccine, 3rd dose	ADMIN	Administrative coverage	1252	1214	97
COUNTRIES	ABW	Aruba	2017	DTPCV3	DTP-containing vaccine, 3rd dose	OFFICIAL	Official coverage			97
COUNTRIES	ABW	Aruba	2017	FLU_ALL	Influenza all persons above >6 months (universal recommendation)	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_CHILD1	Influenza child age group 1	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_CHILD2	Influenza child age group 2	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_CHRONIC_ADULT	Influenza chronic adult	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_CHRONIC_ALL	Influenza chronic children and adults	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_CHRONIC_PED	Influenza chronic pediatric	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_ELDERLY	Influenza older persons	ADMIN	Administrative coverage			
COUNTRIES	ABW	Aruba	2017	FLU_HAJ	Influenza travellers (incl. Hajj pilgrimage)	ADMIN	Administrative coverage			
